SlNo,imei,InfoType,Date Time,,F,Time,Validity,Latitude,Lat Direction,Longitude,Lng Direction,Speed,Course,Elevation,Acc,Battery,GSM,Version
33282,imei:865609029330026,tracker,18-08-2008 14.55,,F,145517,A,1255.0322,N,7737.6034,E,27,76,905.9,1,74,93,F1.7.3;
33283,imei:865609029330026,tracker,18-08-2008 14.55,,F,145520,A,1255.0334,N,7737.6034,E,13,32,905.7,1,74,93,F1.7.3;
33284,imei:865609029330026,tracker,18-08-2008 14.55,,F,145556,A,1255.0353,N,7737.603,E,2,62,905.2,1,74,93,F1.7.3;
33285,imei:865609029330026,sleep,18-08-2008 14.56,,F,145616,A,1255.0349,N,7737.603,E,0,62,906.5,0,74,90,F1.7.3;
33286,imei:865609029330026,tracker,18-08-2008 14.56,,F,145639,A,1255.0356,N,7737.6027,E,19,264,905.1,1,74,90,F1.7.3;
33287,imei:865609029330026,tracker,18-08-2008 14.56,,F,145640,A,1255.0364,N,7737.603,E,13,302,904.2,1,74,90,F1.7.3;
33288,imei:865609029330026,tracker,18-08-2008 14.57,,F,145756,A,1255.0364,N,7737.6032,E,0,302,901.9,1,77,86,F1.7.3;
33289,imei:865609029330026,sleep,18-08-2008 14.58,,F,145821,A,1255.0364,N,7737.6032,E,0,302,901.8,0,77,86,F1.7.3;
33290,imei:865609029330026,tracker,18-08-2008 14.59,,F,145919,A,1255.0578,N,7737.5327,E,181,271,905.5,1,77,76,F1.7.3;
33291,imei:865609029330026,tracker,18-08-2008 15.00,,F,150009,A,1255.0555,N,7737.4814,E,16,236,907.3,1,74,100,F1.7.3;
33292,imei:865609029330026,tracker,18-08-2008 15.00,,F,150013,A,1255.054,N,7737.4798,E,46,206,907,1,74,100,F1.7.3;
33293,imei:865609029330026,tracker,18-08-2008 15.00,,F,150016,A,1255.0527,N,7737.4797,E,14,155,906.7,1,74,100,F1.7.3;
33294,imei:865609029330026,tracker,18-08-2008 15.00,,F,150017,A,1255.0521,N,7737.4791,E,28,202,906.5,1,74,100,F1.7.3;
33295,imei:865609029330026,tracker,18-08-2008 15.00,,F,150020,A,1255.0509,N,7737.477,E,59,246,906.4,1,74,100,F1.7.3;
33296,imei:865609029330026,tracker,18-08-2008 15.01,,F,150142,A,1255.0484,N,7737.4642,E,0,254,905,1,74,100,F1.7.3;
33297,imei:865609029330026,sleep,18-08-2008 15.02,,F,150226,A,1255.0484,N,7737.4642,E,0,254,904.8,0,74,100,F1.7.3;
33298,imei:865609029389535,sleep,00/00/00 00:00,,F,0,V,0,N,0,E,0,0,0,0,80,40,F1.7.3;
33299,imei:865609029330026,tracker,18-08-2008 15.05,,F,150501,A,1255.0484,N,7737.4641,E,0,254,904.8,1,74,100,F1.7.3;
33300,imei:865609029330026,tracker,18-08-2008 15.06,,F,150624,A,1255.0007,N,7737.2767,E,235,247,905.4,1,74,100,F1.7.3;
33301,imei:865609029330026,tracker,18-08-2008 15.07,,F,150701,A,1254.9708,N,7737.1224,E,92,277,892.9,1,74,100,F1.7.3;
33302,imei:865609029330026,tracker,18-08-2008 15.08,,F,150813,A,1254.9712,N,7736.9981,E,56,229,914.4,1,74,100,F1.7.3;
33303,imei:865609029330026,tracker,18-08-2008 15.08,,F,150816,A,1254.9701,N,7736.9953,E,64,266,916.6,1,74,100,F1.7.3;
33304,imei:865609029330026,tracker,18-08-2008 15.09,,F,150926,A,1254.9716,N,7736.9785,E,3,306,923,1,74,100,F1.7.3;
33305,imei:865609029330026,sleep,18-08-2008 15.09,,F,150940,A,1254.9714,N,7736.9782,E,3,306,922.8,0,74,100,F1.7.3;
33306,imei:865609029330026,tracker,18-08-2008 15.09,,F,150955,A,1254.9717,N,7736.9694,E,27,273,921.2,1,74,100,F1.7.3;
33307,imei:865609029330026,tracker,18-08-2008 15.10,,F,151000,A,1254.9712,N,7736.9668,E,69,241,920.5,1,74,100,F1.7.3;
33308,imei:865609029330026,tracker,18-08-2008 15.10,,F,151005,A,1254.9703,N,7736.9605,E,101,275,919.4,1,73,100,F1.7.3;
33309,imei:865609029330026,tracker,18-08-2008 15.10,,F,151029,A,1254.9749,N,7736.9391,E,17,243,920.2,1,74,100,F1.7.3;
33310,imei:865609029330026,tracker,18-08-2008 15.10,,F,151034,A,1254.975,N,7736.9364,E,56,278,919.7,1,74,100,F1.7.3;
33311,imei:865609029330026,tracker,18-08-2008 15.10,,F,151037,A,1254.9752,N,7736.9336,E,12,235,919.1,1,74,100,F1.7.3;
33312,imei:865609029330026,tracker,18-08-2008 15.10,,F,151038,A,1254.9752,N,7736.9333,E,21,292,919.1,1,73,100,F1.7.3;
33313,imei:865609029330026,tracker,18-08-2008 15.10,,F,151043,A,1254.976,N,7736.9295,E,70,256,919.6,1,74,100,F1.7.3;
33314,imei:865609029389535,sleep,00/00/00 00:00,,F,0,A,0,N,0,E,0,0,0,0,80,40,F1.7.3;
33315,imei:865609029330026,tracker,18-08-2008 15.11,,F,151149,A,1254.9814,N,7736.8954,E,59,286,924.4,1,74,100,F1.7.3;
33316,imei:865609029330026,tracker,18-08-2008 15.13,,F,151311,A,1254.9849,N,7736.7556,E,0,259,934.5,1,74,100,F1.7.3;
33317,imei:865609029330026,sleep,18-08-2008 15.13,,F,151344,A,1254.9849,N,7736.7553,E,0,259,934.5,0,74,100,F1.7.3;
33318,imei:865609029330026,tracker,18-08-2008 15.15,,F,151506,A,1254.9904,N,7736.6236,E,175,274,941.6,1,74,100,F1.7.3;
33319,imei:865609029330026,tracker,18-08-2008 15.16,,F,151628,A,1254.9915,N,7736.4132,E,62,251,931.5,1,74,100,F1.7.3;
33320,imei:865609029330026,tracker,18-08-2008 15.17,,F,151708,A,1254.9887,N,7736.3791,E,74,291,940.5,1,74,100,F1.7.3;
33321,imei:865609029330026,tracker,18-08-2008 15.17,,F,151710,A,1254.9891,N,7736.375,E,58,248,941.1,1,74,100,F1.7.3;
33322,imei:865609029330026,tracker,18-08-2008 15.17,,F,151713,A,1254.9898,N,7736.37,E,25,279,939.2,1,74,100,F1.7.3;
33323,imei:865609029330026,tracker,18-08-2008 15.17,,F,151719,A,1254.9901,N,7736.3626,E,67,248,941,1,71,100,F1.7.3;
33324,imei:865609029330026,tracker,18-08-2008 15.17,,F,151731,A,1254.9887,N,7736.3439,E,46,284,939.5,1,73,100,F1.7.3;
33325,imei:865609029330026,tracker,18-08-2008 15.17,,F,151746,A,1254.9934,N,7736.3284,E,94,254,941.9,1,74,100,F1.7.3;
33326,imei:865609029330026,tracker,18-08-2008 15.18,,F,151806,A,1254.9923,N,7736.315,E,55,288,940.7,1,74,100,F1.7.3;
33327,imei:865609029330026,tracker,18-08-2008 15.18,,F,151810,A,1254.9922,N,7736.3118,E,31,254,940.1,1,74,100,F1.7.3;
33328,imei:865609029330026,tracker,18-08-2008 15.18,,F,151817,A,1254.9923,N,7736.3085,E,13,295,938,1,71,100,F1.7.3;
33329,imei:865609029330026,tracker,18-08-2008 15.18,,F,151822,A,1254.9942,N,7736.3042,E,46,225,937.5,1,71,100,F1.7.3;
33330,imei:865609029330026,tracker,18-08-2008 15.18,,F,151825,A,1254.9912,N,7736.304,E,42,255,937.5,1,74,100,F1.7.3;
33331,imei:865609029330026,tracker,18-08-2008 15.18,,F,151829,A,1254.9912,N,7736.3008,E,77,289,937.5,1,71,100,F1.7.3;
33332,imei:865609029330026,tracker,18-08-2008 15.18,,F,151831,A,1254.9909,N,7736.2973,E,112,259,937.6,1,74,100,F1.7.3;
33333,imei:865609029330026,tracker,18-08-2008 15.18,,F,151846,A,1254.9904,N,7736.2875,E,4,294,937.8,1,71,100,F1.7.3;
33334,imei:865609029330026,tracker,18-08-2008 15.18,,F,151848,A,1254.9898,N,7736.2872,E,1,227,937.7,1,74,100,F1.7.3;
33335,imei:865609029330026,tracker,18-08-2008 15.18,,F,151852,A,1254.9887,N,7736.2862,E,22,268,937.5,1,71,100,F1.7.3;
33336,imei:865609029330026,tracker,18-08-2008 15.20,,F,152014,A,1254.9936,N,7736.2083,E,17,251,938,1,74,90,F1.7.3;
33337,imei:865609029389535,sleep,18-08-2008 15.20,,F,152026,A,1254.8649,N,7738.3577,E,35,166,886.8,0,80,40,F1.7.3;
33338,imei:865609029330026,tracker,18-08-2008 15.21,,F,152114,A,1254.97,N,7736.2461,E,55,111,937.7,1,74,100,F1.7.3;
33339,imei:865609029330026,tracker,18-08-2008 15.21,,F,152115,A,1254.9744,N,7736.2349,E,34,148,937.8,1,74,100,F1.7.3;
33340,imei:865609029330026,tracker,18-08-2008 15.21,,F,152128,A,1254.9972,N,7736.2061,E,15,232,936.8,1,73,100,F1.7.3;
33341,imei:865609029330026,tracker,18-08-2008 15.21,,F,152134,A,1254.9961,N,7736.2034,E,45,268,936.3,1,74,100,F1.7.3;
33342,imei:865609029330026,tracker,18-08-2008 15.22,,F,152254,A,1254.9936,N,7735.9282,E,125,224,936,1,74,100,F1.7.3;
33343,imei:865609029330026,tracker,18-08-2008 15.22,,F,152257,A,1254.9874,N,7735.9259,E,211,188,938.2,1,74,100,F1.7.3;
33344,imei:865609029330026,tracker,18-08-2008 15.24,,F,152419,A,1254.6542,N,7735.9407,E,229,172,942.6,1,71,70,F1.7.3;
33345,imei:865609029330026,tracker,18-08-2008 15.24,,F,152430,A,1254.6388,N,7735.9433,E,94,249,939.1,1,71,70,F1.7.3;
33346,imei:865609029330026,tracker,18-08-2008 15.25,,F,152552,A,1254.614,N,7735.7242,E,0,267,935.6,1,74,76,F1.7.3;
33347,imei:865609029330026,sleep,18-08-2008 15.26,,F,152615,A,1254.614,N,7735.7242,E,0,267,935.6,0,74,86,F1.7.3;
33348,imei:865609029330026,tracker,18-08-2008 15.27,,F,152737,A,1254.619,N,7735.4,E,332,271,926.4,1,74,100,F1.7.3;
33349,imei:865609029330026,tracker,18-08-2008 15.28,,F,152859,A,1254.6239,N,7735.1546,E,0,279,928.8,1,74,86,F1.7.3;
33350,imei:865609029330026,tracker,18-08-2008 15.29,,F,152906,A,1254.6211,N,7735.1572,E,20,215,929,1,74,96,F1.7.3;
33351,imei:865609029330026,tracker,18-08-2008 15.29,,F,152911,A,1254.623,N,7735.1546,E,5,344,929,1,73,96,F1.7.3;
33352,imei:865609029330026,tracker,18-08-2008 15.29,,F,152913,A,1254.6263,N,7735.1588,E,4,62,929.1,1,73,96,F1.7.3;
33353,imei:865609029330026,tracker,18-08-2008 15.29,,F,152914,A,1254.6268,N,7735.1602,E,0,239,929.1,1,73,96,F1.7.3;
33354,imei:865609029330026,tracker,18-08-2008 15.29,,F,152916,A,1254.6203,N,7735.1492,E,25,38,928.7,1,71,96,F1.7.3;
33355,imei:865609029330026,tracker,18-08-2008 15.29,,F,152920,A,1254.6219,N,7735.1517,E,6,73,928.9,1,71,96,F1.7.3;
33356,imei:865609029389535,sleep,18-08-2008 15.29,,F,152926,A,1254.8882,N,7738.3538,E,15,135,894.9,0,77,36,F1.7.3;
33357,imei:865609029330026,sleep,18-08-2008 15.29,,F,152928,A,1254.6195,N,7735.1521,E,11,37,928.9,0,71,100,F1.7.3;
33358,imei:865609029330026,tracker,18-08-2008 15.30,,F,153022,A,1254.6212,N,7735.1556,E,2,160,929.1,1,73,93,F1.7.3;
33359,imei:865609029330026,tracker,18-08-2008 15.30,,F,153023,A,1254.6211,N,7735.1556,E,1,196,929.1,1,71,83,F1.7.3;
33360,imei:865609029330026,tracker,18-08-2008 15.30,,F,153024,A,1254.6211,N,7735.1556,E,13,248,929.1,1,71,83,F1.7.3;
33361,imei:865609029330026,tracker,18-08-2008 15.31,,F,153100,A,1254.6276,N,7734.9707,E,399,280,939.7,1,73,100,F1.7.3;
33362,imei:865609029330026,tracker,18-08-2008 15.32,,F,153224,A,1254.6585,N,7734.6416,E,353,272,940.4,1,73,100,F1.7.3;
33363,imei:865609029330026,tracker,18-08-2008 15.33,,F,153348,A,1254.6591,N,7734.6054,E,0,243,940.6,1,73,90,F1.7.3;
33364,imei:865609029330026,sleep,18-08-2008 15.33,,F,153352,A,1254.6591,N,7734.6054,E,0,243,940.6,0,73,100,F1.7.3;
33365,imei:865609029330026,tracker,18-08-2008 15.35,,F,153520,A,1254.6591,N,7734.6054,E,0,243,940.6,1,71,100,F1.7.3;
33366,imei:865609029330026,tracker,18-08-2008 15.35,,F,153530,A,1254.6575,N,7734.602,E,110,284,939.6,1,71,100,F1.7.3;
33367,imei:865609029330026,tracker,18-08-2008 15.36,,F,153607,A,1254.6894,N,7734.4402,E,206,336,928.9,1,71,86,F1.7.3;
33368,imei:865609029330026,tracker,18-08-2008 15.36,,F,153611,A,1254.7019,N,7734.4399,E,228,8,928.4,1,71,86,F1.7.3;
33369,imei:865609029330026,tracker,18-08-2008 15.36,,F,153634,A,1254.7542,N,7734.448,E,61,44,932.1,1,71,56,F1.7.3;
33370,imei:865609029330026,tracker,18-08-2008 15.36,,F,153639,A,1254.7613,N,7734.4484,E,72,305,932.5,1,71,90,F1.7.3;
33371,imei:865609029330026,tracker,18-08-2008 15.36,,F,153641,A,1254.7618,N,7734.4525,E,65,354,932.8,1,69,90,F1.7.3;
33372,imei:865609029330026,tracker,18-08-2008 15.37,,F,153724,A,1254.853,N,7734.4487,E,76,314,933.4,1,71,93,F1.7.3;
33373,imei:865609029330026,tracker,18-08-2008 15.37,,F,153725,A,1254.8535,N,7734.4479,E,103,284,933.6,1,69,100,F1.7.3;
33374,imei:865609029330026,tracker,18-08-2008 15.37,,F,153731,A,1254.8572,N,7734.4396,E,77,331,934.1,1,69,100,F1.7.3;
33375,imei:865609029330026,tracker,18-08-2008 15.37,,F,153738,A,1254.8846,N,7734.4399,E,143,262,934,1,69,100,F1.7.3;
33376,imei:865609029330026,tracker,18-08-2008 15.37,,F,153741,A,1254.8851,N,7734.4379,E,105,298,933.1,1,71,100,F1.7.3;
33377,imei:865609029330026,tracker,18-08-2008 15.37,,F,153749,A,1254.8827,N,7734.4395,E,23,350,933.7,1,69,100,F1.7.3;
33378,imei:865609029330026,tracker,18-08-2008 15.37,,F,153752,A,1254.8838,N,7734.4405,E,22,23,933.1,1,69,100,F1.7.3;
33379,imei:865609029389535,sleep,00/00/00 00:00,,F,153826,V,1254.8755,N,7738.3609,E,25,108,885.7,0,74,36,F1.7.3;
33380,imei:865609029330026,tracker,18-08-2008 15.39,,F,153920,A,1254.8904,N,7734.4402,E,5,35,933.1,1,71,86,F1.7.3;
33381,imei:865609029330026,sleep,18-08-2008 15.39,,F,153958,A,1254.8904,N,7734.4402,E,5,35,933.1,0,71,96,F1.7.3;
33382,imei:865609029389535,sleep,18-08-2008 15.48,,F,154826,A,1254.8695,N,7738.3588,E,15,129,911.8,0,74,36,F1.7.3;
33383,imei:865609029330026,sleep,18-08-2008 15.49,,F,154958,A,1254.86,N,7734.4375,E,6,97,933.3,0,71,96,F1.7.3;
33384,imei:865609029389535,sleep,00/00/00 00:00,,F,155826,V,1254.8746,N,7738.3628,E,20,67,911.6,0,74,40,F1.7.3;
33385,imei:865609029330026,sleep,00/00/00 00:00,,F,155959,V,1254.86,N,7734.4375,E,6,97,933.3,0,71,100,F1.7.3;
33386,imei:865609029389535,sleep,00/00/00 00:00,,F,160826,V,1254.8746,N,7738.3628,E,20,67,911.6,0,74,40,F1.7.3;
33387,imei:865609029330026,sleep,00/00/00 00:00,,F,161000,V,1254.8724,N,7734.424,E,10,212,933.3,0,69,100,F1.7.3;
33388,imei:865609029330026,tracker,18-08-2008 16.10,,F,161053,A,1254.8735,N,7734.4169,E,9,182,933.9,1,69,66,F1.7.3;
33389,imei:865609029330026,tracker,18-08-2008 16.10,,F,161058,A,1254.8754,N,7734.4246,E,11,146,933.8,1,69,93,F1.7.3;
33390,imei:865609029330026,tracker,18-08-2008 16.11,,F,161112,A,1254.8784,N,7734.4345,E,10,100,933.4,1,66,96,F1.7.3;
33391,imei:865609029330026,tracker,18-08-2008 16.11,,F,161115,A,1254.8792,N,7734.4349,E,10,70,933.2,1,69,96,F1.7.3;
33392,imei:865609029330026,tracker,18-08-2008 16.11,,F,161128,A,1254.8759,N,7734.4331,E,7,104,933.3,1,69,96,F1.7.3;
33393,imei:865609029330026,tracker,18-08-2008 16.11,,F,161133,A,1254.8754,N,7734.4338,E,11,135,933.3,1,69,96,F1.7.3;
33394,imei:865609029330026,tracker,18-08-2008 16.11,,F,161139,A,1254.8744,N,7734.4321,E,6,176,933.3,1,69,96,F1.7.3;
33395,imei:865609029330026,tracker,18-08-2008 16.11,,F,161142,A,1254.8743,N,7734.4321,E,0,24,933.3,1,69,96,F1.7.3;
33396,imei:865609029330026,sleep,18-08-2008 16.11,,F,161145,A,1254.8744,N,7734.4321,E,6,16,933.3,0,69,96,F1.7.3;
33397,imei:865609029330026,tracker,18-08-2008 16.12,,F,161237,A,1254.8863,N,7734.4352,E,14,50,933.5,1,69,96,F1.7.3;
33398,imei:865609029330026,tracker,18-08-2008 16.12,,F,161242,A,1254.8839,N,7734.4349,E,11,95,933.7,1,69,80,F1.7.3;
33399,imei:865609029330026,tracker,18-08-2008 16.12,,F,161250,A,1254.8816,N,7734.4348,E,5,131,933.8,1,69,93,F1.7.3;
33400,imei:865609029330026,tracker,18-08-2008 16.12,,F,161252,A,1254.8814,N,7734.4348,E,4,170,933.8,1,69,93,F1.7.3;
33401,imei:865609029330026,tracker,18-08-2008 16.12,,F,161255,A,1254.8813,N,7734.4348,E,3,221,933.8,1,69,93,F1.7.3;
33402,imei:865609029389535,tracker,00/00/00 00:00,,F,161251,V,1254.8746,N,7738.3628,E,20,67,911.6,1,74,40,F1.7.3;
33403,imei:865609029330026,tracker,18-08-2008 16.12,,F,161257,A,1254.8811,N,7734.4348,E,3,172,933.8,1,69,93,F1.7.3;
33404,imei:865609029330026,tracker,18-08-2008 16.13,,F,161301,A,1254.8809,N,7734.4348,E,2,130,933.8,1,69,93,F1.7.3;
33405,imei:865609029330026,tracker,18-08-2008 16.13,,F,161302,A,1254.8809,N,7734.4348,E,2,80,933.8,1,66,93,F1.7.3;
33406,imei:865609029330026,tracker,18-08-2008 16.13,,F,161305,A,1254.8809,N,7734.4349,E,1,136,933.8,1,67,93,F1.7.3;
33407,imei:865609029330026,tracker,18-08-2008 16.13,,F,161306,A,1254.8809,N,7734.4349,E,0,238,933.8,1,67,93,F1.7.3;
33408,imei:865609029330026,tracker,18-08-2008 16.13,,F,161307,A,1254.8809,N,7734.4349,E,2,297,933.8,1,67,93,F1.7.3;
33409,imei:865609029330026,tracker,18-08-2008 16.13,,F,161311,A,1254.8811,N,7734.4348,E,1,226,933.8,1,69,93,F1.7.3;
33410,imei:865609029330026,tracker,18-08-2008 16.13,,F,161312,A,1254.8811,N,7734.4348,E,2,185,933.8,1,67,93,F1.7.3;
33411,imei:865609029330026,tracker,18-08-2008 16.13,,F,161316,A,1254.8808,N,7734.4348,E,5,151,933.8,1,67,93,F1.7.3;
33412,imei:865609029330026,tracker,18-08-2008 16.13,,F,161325,A,1254.8803,N,7734.4349,E,1,225,933.8,1,69,93,F1.7.3;
33413,imei:865609029389535,sleep,00/00/00 00:00,,F,161358,V,1254.8746,N,7738.3628,E,20,67,911.6,0,73,43,F1.7.3;
33414,imei:865609029330026,tracker,18-08-2008 16.13,,F,161333,A,1254.88,N,7734.4348,E,4,179,933.8,1,69,93,F1.7.3;
33415,imei:865609029330026,tracker,18-08-2008 16.13,,F,161334,A,1254.88,N,7734.4348,E,3,138,933.8,1,69,90,F1.7.3;
33416,imei:865609029330026,tracker,00/00/00 00:00,,F,161516,V,1254.8713,N,7734.4274,E,14,239,934.2,1,69,90,F1.7.3;
33417,imei:865609029330026,sleep,00/00/00 00:00,,F,161628,V,1254.8713,N,7734.4274,E,14,239,934.2,0,69,100,F1.7.3;
33418,imei:865609029389535,sleep,00/00/00 00:00,,F,162358,V,1254.8746,N,7738.3628,E,20,67,911.6,0,71,46,F1.7.3;
33419,imei:865609029389535,tracker,00/00/00 00:00,,F,162526,V,1254.8746,N,7738.3628,E,20,67,911.6,1,71,33,F1.7.3;
33420,imei:865609029389535,sleep,00/00/00 00:00,,F,162539,V,1254.8746,N,7738.3628,E,20,67,911.6,0,71,33,F1.7.3;
33421,imei:865609029330026,sleep,00/00/00 00:00,,F,162728,V,1254.8719,N,7734.4525,E,29,135,939.7,0,69,100,F1.7.3;
33422,imei:865609029389535,tracker,00/00/00 00:00,,F,162816,V,1254.8746,N,7738.3628,E,20,67,911.6,1,71,33,F1.7.3;
33423,imei:865609029389535,tracker,00/00/00 00:00,,F,162944,V,1254.8746,N,7738.3628,E,20,67,911.6,1,71,66,F1.7.3;
33424,imei:865609029389535,tracker,18-08-2008 16.31,,F,163110,A,1254.8735,N,7738.3502,E,5,23,900.6,1,71,66,F1.7.3;
33425,imei:865609029389535,tracker,18-08-2008 16.31,,F,163111,A,1254.8733,N,7738.35,E,1,297,900.5,1,71,76,F1.7.3;
33426,imei:865609029389535,tracker,18-08-2008 16.31,,F,163113,A,1254.8733,N,7738.3499,E,2,242,900.5,1,71,76,F1.7.3;
33427,imei:865609029330026,tracker,18-08-2008 16.34,,F,163412,A,1254.8839,N,7734.4426,E,9,100,938.2,1,69,100,F1.7.3;
33428,imei:865609029330026,sleep,18-08-2008 16.35,,F,163514,A,1254.8862,N,7734.4521,E,22,114,937.7,0,69,96,F1.7.3;
33429,imei:865609029389535,tracker,18-08-2008 16.40,,F,164031,A,1255.2506,N,7739.9048,E,255,73,885.2,1,71,76,F1.7.3;
33430,imei:865609029389535,tracker,18-08-2008 16.40,,F,164042,A,1255.2623,N,7739.9309,E,104,33,884.9,1,71,76,F1.7.3;
33431,imei:865609029389535,tracker,18-08-2008 16.40,,F,164044,A,1255.2658,N,7739.9318,E,138,357,885.7,1,71,76,F1.7.3;
33432,imei:865609029389535,tracker,18-08-2008 16.42,,F,164212,A,1255.4607,N,7739.9257,E,112,8,888,1,71,60,F1.7.3;
33433,imei:865609029330026,sleep,00/00/00 00:00,,F,164615,V,1254.8816,N,7734.4622,E,17,323,1077.4,0,69,96,F1.7.3;
33434,imei:865609029389535,tracker,18-08-2008 16.51,,F,165112,A,1255.5546,N,7739.8832,E,14,84,910.1,1,69,46,F1.7.3;
33435,imei:865609029389535,tracker,18-08-2008 16.51,,F,165120,A,1255.554,N,7739.8829,E,11,52,911.4,1,69,46,F1.7.3;
33436,imei:865609029389535,tracker,18-08-2008 16.51,,F,165123,A,1255.5543,N,7739.8835,E,12,6,911.6,1,69,46,F1.7.3;
33437,imei:865609029389535,tracker,18-08-2008 16.51,,F,165126,A,1255.5537,N,7739.8835,E,17,304,911.9,1,69,46,F1.7.3;
33438,imei:865609029389535,tracker,18-08-2008 16.51,,F,165141,A,1255.5542,N,7739.8829,E,11,343,912.2,1,69,46,F1.7.3;
33439,imei:865609029389535,sleep,18-08-2008 16.51,,F,165143,A,1255.5538,N,7739.8826,E,7,343,912.1,0,67,46,F1.7.3;
33440,imei:865609029389535,tracker,18-08-2008 16.52,,F,165236,A,1255.5564,N,7739.8788,E,8,130,913.3,1,67,46,F1.7.3;
33441,imei:865609029330026,sleep,00/00/00 00:00,,F,165716,V,1254.8738,N,7734.4139,E,10,289,894.1,0,66,93,F1.7.3;
33442,imei:865609029389535,sleep,18-08-2008 17.04,,F,170420,A,1255.5551,N,7739.8809,E,2,157,912.2,0,69,40,F1.7.3;
33443,imei:865609029330026,sleep,00/00/00 00:00,,F,170816,V,1254.8738,N,7734.4139,E,10,289,894.1,0,66,96,F1.7.3;
33444,imei:865609029389535,sleep,18-08-2008 17.15,,F,171520,A,1255.5575,N,7739.8785,E,3,95,912,0,69,40,F1.7.3;
33445,imei:865609029330026,sleep,00/00/00 00:00,,F,171917,V,1254.8738,N,7734.4139,E,10,289,894.1,0,63,100,F1.7.3;
33446,imei:865609029389535,sleep,18-08-2008 17.26,,F,172620,A,1255.5507,N,7739.8791,E,3,95,911.8,0,67,40,F1.7.3;
33447,imei:865609029330026,sleep,00/00/00 00:00,,F,173116,V,1254.8738,N,7734.4139,E,10,289,894.1,0,63,96,F1.7.3;
33448,imei:865609029389535,sleep,18-08-2008 17.37,,F,173720,A,1255.5554,N,7739.885,E,7,121,911.1,0,66,43,F1.7.3;
33449,imei:865609029330026,sleep,18-08-2008 17.43,,F,174318,A,1254.8817,N,7734.4408,E,13,58,903.4,0,63,96,F1.7.3;
33450,imei:865609029389535,sleep,18-08-2008 17.48,,F,174819,A,1255.5548,N,7739.8748,E,5,114,907,0,66,40,F1.7.3;
33451,imei:865609029330026,sleep,18-08-2008 17.55,,F,175519,A,1254.8724,N,7734.4345,E,11,1,906.4,0,63,96,F1.7.3;
33452,imei:865609029389535,sleep,18-08-2008 17.59,,F,175919,A,1255.5527,N,7739.8808,E,4,76,906,0,66,43,F1.7.3;
33453,imei:865609029330026,sleep,18-08-2008 18.07,,F,180719,A,1254.8782,N,7734.4322,E,12,340,939.7,0,63,96,F1.7.3;
33454,imei:865609029389535,sleep,18-08-2008 18.10,,F,181019,A,1255.5554,N,7739.8815,E,5,127,906.6,0,66,43,F1.7.3;
33455,imei:865609029330026,tracker,00/00/00 00:00,,F,181744,V,1254.8767,N,7734.4309,E,5,227,940.3,1,60,96,F1.7.3;
33456,imei:865609029330026,tracker,18-08-2008 18.18,,F,181807,A,1254.8776,N,7734.4341,E,12,98,925.9,1,60,96,F1.7.3;
33457,imei:865609029330026,tracker,18-08-2008 18.18,,F,181818,A,1254.8741,N,7734.4328,E,11,128,936.3,1,60,80,F1.7.3;
33458,imei:865609029330026,tracker,18-08-2008 18.18,,F,181827,A,1254.8733,N,7734.4321,E,11,165,936,1,60,90,F1.7.3;
33459,imei:865609029330026,tracker,18-08-2008 18.18,,F,181840,A,1254.8733,N,7734.4304,E,7,133,940.6,1,60,83,F1.7.3;
33460,imei:865609029330026,tracker,18-08-2008 18.18,,F,181848,A,1254.8738,N,7734.4325,E,12,98,943.5,1,60,83,F1.7.3;
33461,imei:865609029330026,sleep,18-08-2008 18.18,,F,181849,A,1254.8741,N,7734.4325,E,11,94,943.9,0,60,83,F1.7.3;
33462,imei:865609029389535,sleep,18-08-2008 18.21,,F,182119,A,1255.5515,N,7739.8815,E,3,123,906.9,0,63,40,F1.7.3;
33463,imei:865609029330026,sleep,18-08-2008 18.31,,F,183150,A,1254.8833,N,7734.4282,E,17,339,935.7,0,60,73,F1.7.3;
33464,imei:865609029389535,sleep,18-08-2008 18.33,,F,183319,A,1255.5491,N,7739.884,E,1,118,907.7,0,63,43,F1.7.3;
33465,imei:865609029330026,sleep,18-08-2008 18.44,,F,184450,A,1254.8833,N,7734.4247,E,2,47,930.8,0,60,76,F1.7.3;
33466,imei:865609029389535,sleep,18-08-2008 18.45,,F,184518,A,1255.5548,N,7739.8788,E,10,20,908.6,0,63,43,F1.7.3;
33467,imei:865609029389535,sleep,18-08-2008 18.57,,F,185718,A,1255.5554,N,7739.8852,E,7,303,909.3,0,62,43,F1.7.3;
33468,imei:865609029330026,sleep,18-08-2008 18.57,,F,185751,A,1254.8863,N,7734.43,E,3,341,931.8,0,60,76,F1.7.3;
33469,imei:865609029330026,tracker,00/00/00 00:00,,F,190822,V,1254.8817,N,7734.4395,E,7,105,932.9,1,59,73,F1.7.3;
33470,imei:865609029389535,sleep,18-08-2008 19.09,,F,190918,A,1255.5546,N,7739.8802,E,1,316,911.6,0,60,43,F1.7.3;
33471,imei:865609029330026,sleep,00/00/00 00:00,,F,190922,V,1254.8817,N,7734.4395,E,7,105,932.9,0,57,73,F1.7.3;
33472,imei:865609029389535,sleep,18-08-2008 19.22,,F,192218,A,1255.5516,N,7739.8825,E,5,118,913.3,0,60,43,F1.7.3;
33473,imei:865609029330026,sleep,18-08-2008 19.22,,F,192223,A,1254.8998,N,7734.4312,E,11,32,919.9,0,57,83,F1.7.3;
